CP060345.1	2078	30
CP060345.1	2079	30
CP060345.1	2080	30
CP060345.1	2081	30
CP060345.1	2082	30
CP060345.1	2083	30
CP060345.1	2084	30
CP060345.1	2085	30
CP060345.1	2086	30
CP060345.1	2087	30
CP060345.1	2088	30
CP060345.1	2089	30
CP060345.1	2090	30
CP060345.1	2091	30
CP060345.1	2092	30
CP060345.1	2093	30
CP060345.1	2094	30
CP060345.1	2095	30
CP060345.1	2096	30
CP060345.1	2097	30
CP060345.1	2098	30
CP060345.1	2099	30
CP060345.1	2100	30
CP060345.1	2101	30
CP060345.1	2102	32
CP060345.1	2103	33
CP060345.1	2104	33
CP060345.1	2105	33
CP060345.1	2106	32
CP060345.1	2107	32
CP060345.1	2108	32
CP060345.1	2109	30
CP060345.1	2110	30
CP060345.1	2111	30
CP060345.1	2112	30
CP060345.1	2113	30
CP060345.1	2114	30
CP060345.1	2115	30
CP060345.1	2116	30
CP060345.1	2117	31
CP060345.1	2118	31
CP060345.1	2119	31
CP060345.1	2120	31
CP060345.1	2121	31
CP060345.1	2122	31
CP060345.1	2123	31
CP060345.1	2124	31
CP060345.1	2125	31
CP060345.1	2126	31
CP060345.1	2127	31
CP060345.1	2128	30
CP060345.1	2129	30
CP060345.1	2130	30
CP060345.1	2131	30
CP060345.1	2132	29
CP060345.1	2133	29
CP060345.1	2134	28
CP060345.1	2135	29
CP060345.1	2136	29
CP060345.1	2137	29
CP060345.1	2138	30
CP060345.1	2139	30
CP060345.1	2140	30
CP060345.1	2141	30
CP060345.1	2142	30
CP060345.1	2143	30
CP060345.1	2144	30
CP060345.1	2145	30
CP060345.1	2146	30
CP060345.1	2147	30
CP060345.1	2148	30
CP060345.1	2149	30
CP060345.1	2150	30
CP060345.1	2151	30
CP060345.1	2152	30
CP060345.1	2153	30
CP060345.1	2154	30
CP060345.1	2155	31
CP060345.1	2156	31
CP060345.1	2157	31
CP060345.1	2158	31
CP060345.1	2159	31
CP060345.1	2160	31
CP060345.1	2161	31
CP060345.1	2162	31
CP060345.1	2163	31
CP060345.1	2164	31
CP060345.1	2165	30
CP060345.1	2166	30
CP060345.1	2167	30
CP060345.1	2168	30
CP060345.1	2169	30
CP060345.1	2170	30
CP060345.1	2171	30
CP060345.1	2172	30
CP060345.1	2173	30
CP060345.1	2174	30
CP060345.1	2175	30
CP060345.1	2176	30
CP060345.1	2177	28
